Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
378;22889;"Political Science Quarterly";journal;"00323195, 1538165X";0,440;Q2;44;22;73;2014;61;67;0,63;91,55;United States;"Wiley-Blackwell";"1968, 1980, 1996-ongoing";"Sociology and Political Science (Q2)"
379;29840;"International Social Work";journal;"00208728";0,438;Q2;37;156;254;5744;225;235;0,80;36,82;United States;"SAGE Publications";"1959-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Social Work (Q3)"
380;5800170866;"Irish Political Studies";journal;"07907184";0,435;Q2;14;22;83;952;75;75;1,12;43,27;United Kingdom;"Taylor & Francis";"1986-1995, 2009-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
381;21100403130;"Journal of Logical and Algebraic Methods in Programming";journal;"23522208, 23522216";0,432;Q2;9;12;153;436;187;138;1,48;36,33;Netherlands;"Elsevier BV";"2014-ongoing";"Cultural Studies (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Software (Q2); Computational Theory and Mathematics (Q3); Logic (Q3); Theoretical Computer Science (Q3)"
382;21100416483;"Families, Relationships and Societies";journal;"20467435, 20467443";0,431;Q2;11;39;107;1507;116;102;0,90;38,64;United Kingdom;"The Policy Press";"2012-ongoing";"Sociology and Political Science (Q2)"
383;144948;"Journal of Occupational Science";journal;"14427591";0,429;Q2;37;76;139;3351;242;115;1,96;44,09;United Kingdom;"Taylor & Francis";"1993-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
384;21100781903;"Mir Rossii";journal;"18110398, 1811038X";0,429;Q2;4;30;59;1271;28;59;0,47;42,37;Russian Federation;"National Research University Higher School of Economics";"2016-ongoing";"Demography (Q2); Development (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)"
385;5700176240;"Practice (UK)";journal;"17424909, 09503153";0,428;Q2;13;32;74;960;42;60;0,55;30,00;United Kingdom;"Taylor & Francis";"1987-1992, 1994-1995, 2008-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
386;4700152718;"Adoption Quarterly";journal;"10926755";0,427;Q2;27;16;49;642;43;48;0,70;40,13;United States;"Haworth Press Inc.";"1997-ongoing";"Demography (Q2); Law (Q2); Sociology and Political Science (Q2)"
387;7000153207;"NanoEthics";journal;"18714765, 18714757";0,427;Q2;25;26;75;1342;113;59;1,88;51,62;Germany;"Springer Verlag";"2007-ongoing";"History and Philosophy of Science (Q1); Philosophy (Q1); Management of Technology and Innovation (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Nanoscience and Nanotechnology (Q3)"
388;25330;"Rationality and Society";journal;"10434631";0,425;Q2;43;18;57;959;35;56;0,39;53,28;United States;"SAGE Publications";"1989-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
389;16931;"The American Sociologist";journal;"00031232";0,425;Q2;17;42;108;2247;77;92;1,00;53,50;United States;"Transaction Periodicals Consortium";"1973-1975, 1978-1979, 1981, 1987-1996, 2005-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
390;5700168391;"Journal of Global Ethics";journal;"17449626";0,424;Q2;14;31;99;1054;96;89;0,64;34,00;United States;"Routledge";"2005-ongoing";"Philosophy (Q1); Sociology and Political Science (Q2)"
391;21100856464;"Settler Colonial Studies";journal;"18380743, 2201473X";0,421;Q2;13;40;86;1706;64;75;0,76;42,65;United Kingdom;"Taylor and Francis Ltd.";"2011-ongoing";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Demography (Q2); Law (Q2); Sociology and Political Science (Q2)"
392;27661;"Journal of Black Studies";journal;"00219347";0,420;Q2;36;38;126;1810;97;126;0,70;47,63;United States;"SAGE Publications";"1970-ongoing";"Cultural Studies (Q1); Anthropology (Q2); Sociology and Political Science (Q2)"
393;16955;"Labour History";journal;"00236942";0,413;Q2;8;21;74;1060;17;65;0,23;50,48;Australia;"Australian Society for the Study of Labour History";"1980-1981, 1984-1985, 1987, 2001, 2008-ongoing";"History (Q1); Industrial Relations (Q2); Organizational Behavior and Human Resource Management (Q2); Sociology and Political Science (Q2)"
394;5700165656;"Politix";journal;"02952319, 19538286";0,413;Q2;14;37;110;1743;52;99;0,60;47,11;France;"Armand Colin Editeur";"2008-ongoing";"Sociology and Political Science (Q2)"
395;19700169402;"Progress in Community Health Partnerships: Research, Education, and Action";journal;"1557055X, 15570541";0,413;Q2;20;72;214;1608;146;178;0,70;22,33;United States;"Johns Hopkins University Press";"2007-ongoing";"Education (Q2); Health (social science) (Q2); Sociology and Political Science (Q2); Medicine (miscellaneous) (Q3)"
396;21100443918;"Distinktion";journal;"21599149, 1600910X";0,409;Q2;13;30;68;1230;66;63;0,49;41,00;United Kingdom;"Routledge";"2009-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
397;25282;"Journal of Fluorescence";journal;"15734994, 10530509";0,409;Q2;63;176;692;6718;1234;685;1,85;38,17;United States;"Kluwer Academic/Plenum Publishers";"1991-ongoing";"Clinical Psychology (Q2); Law (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Biochemistry (Q3); Clinical Biochemistry (Q3); Spectroscopy (Q3)"
398;19900191904;"Family Science";journal;"19424620, 19424639";0,408;Q2;13;0;46;0;56;41;0,00;0,00;United Kingdom;"Taylor & Francis";"2010-2015";"Anthropology (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)"
399;21100448012;"Partecipazione e Conflitto";journal;"20356609";0,404;Q2;10;42;129;1862;128;120;1,10;44,33;Italy;"University of Salento";"2015-ongoing";"Sociology and Political Science (Q2)"
400;18000156705;"Soccer and Society";journal;"14660970";0,403;Q2;21;101;188;3367;139;170;0,68;33,34;United Kingdom;"Frank Cass Publishers";"2009-ongoing";"Cultural Studies (Q1); Sociology and Political Science (Q2); Social Psychology (Q3)"
401;17201;"Canadian Public Administration";journal;"00084840";0,401;Q2;22;49;90;1797;98;86;1,05;36,67;United States;"Wiley-Blackwell";"1958-ongoing";"Public Administration (Q2); Sociology and Political Science (Q2)"
402;5700168403;"Global Crime";journal;"17440572";0,400;Q2;21;18;55;1269;87;53;1,76;70,50;United Kingdom;"Taylor & Francis";"2007-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
403;15344;"International History Review";journal;"07075332";0,400;Q2;13;110;159;3334;74;141;0,50;30,31;United Kingdom;"Taylor & Francis";"1979-1995, 2001-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2)"
404;145332;"Identity";journal;"15283488, 1532706X";0,399;Q2;26;26;60;1264;57;60;0,53;48,62;United States;"Lawrence Erlbaum Associates Inc.";"2005-ongoing";"Anthropology (Q2); Sociology and Political Science (Q2)"
405;21100448080;"Interest Groups and Advocacy";journal;"20477414, 20477422";0,398;Q2;10;15;53;883;39;51;0,91;58,87;United Kingdom;"Palgrave Macmillan Ltd.";"2014, 2016-ongoing";"Sociology and Political Science (Q2)"
406;21100854808;"Journal of the Society for Social Work and Research";journal;"1948822X, 23342315";0,397;Q2;4;36;31;2356;50;30;1,67;65,44;United States;"University of Chicago Press";"2017-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
407;17575;"Law and Policy";journal;"02658240, 14679930";0,397;Q2;40;18;49;1406;85;49;1,56;78,11;United Kingdom;"Blackwell Publishing Inc.";"1979-1995, 2005-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
408;15540;"Journal of Humanistic Psychology";journal;"00221678";0,395;Q2;28;104;90;2881;122;87;1,66;27,70;United States;"SAGE Publications";"1961-ongoing";"Philosophy (Q1); Sociology and Political Science (Q2); Social Psychology (Q3)"
409;4700152730;"Journal of Community Practice";journal;"15433706, 10705422";0,393;Q2;28;31;86;1060;66;73;0,73;34,19;United States;"Haworth Press Inc.";"1994-ongoing";"Development (Q2); Public Administration (Q2); Sociology and Political Science (Q2)"
410;21568;"Monthly Review";journal;"00270520";0,391;Q2;28;53;190;2228;122;162;0,73;42,04;United States;"Monthly Review Foundation";"1977, 1980-1982, 1984, 1987, 1996-ongoing";"Gender Studies (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3)"
411;4700152755;"Journal of Poverty";journal;"10875549, 15407608";0,388;Q2;19;35;73;1614;68;72;0,96;46,11;United States;"Haworth Press Inc.";"1997-ongoing";"Demography (Q2); Sociology and Political Science (Q2)"
412;5800154205;"International Journal of Comparative and Applied Criminal Justice";journal;"21576475, 01924036";0,387;Q2;8;25;64;1539;77;58;0,78;61,56;United States;"Routledge";"1977-1995, 2014-ongoing";"Law (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)"
413;19700181417;"Acta Borealia";journal;"1503111X, 08003831";0,384;Q2;12;9;28;638;27;27;0,94;70,89;United Kingdom;"Routledge";"1984-1994, 1996-ongoing";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Sociology and Political Science (Q2)"
414;12100157009;"Politics and Policy";journal;"17471346, 15555623";0,384;Q2;20;37;112;2235;123;110;1,29;60,41;United States;"Wiley-Blackwell";"1973-1995, 2008-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
415;145624;"Black Scholar";journal;"00064246";0,383;Q2;12;21;77;351;57;66;0,49;16,71;United Kingdom;"Taylor & Francis";"1969-ongoing";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Sociology and Political Science (Q2)"
416;30006;"Global Social Policy";journal;"14680181";0,383;Q2;31;30;94;1009;73;82;1,06;33,63;United States;"SAGE Publications";"2001-ongoing";"Geography, Planning and Development (Q2); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3)"
417;15860;"Journal of Contemporary History";journal;"00220094";0,382;Q2;31;57;126;2738;93;124;0,54;48,04;United States;"SAGE Publications";"1966-1990, 1993-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2)"
418;21100836179;"Asia and the Pacific Policy Studies";journal;"20502680";0,381;Q2;9;50;138;2341;153;133;1,28;46,82;United Kingdom;"John Wiley and Sons Ltd";"2014-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
419;17587;"Canadian Journal of Sociology";journal;"17101123, 03186431";0,380;Q2;28;11;50;800;52;46;1,27;72,73;Canada;"University of Toronto Press";"1977, 1979, 1981-1982, 1984-1985, 1987, 1993-1994, 1996-ongoing";"Sociology and Political Science (Q2)"
420;5600155017;"International Journal of Human Rights";journal;"13642987";0,374;Q2;17;81;236;3190;217;210;1,01;39,38;United Kingdom;"Routledge";"2009-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
421;1000147118;"Journal of Academic Ethics";journal;"15701727";0,371;Q2;15;28;66;1180;80;65;1,21;42,14;Netherlands;"Kluwer Academic Publishers";"2005-ongoing";"Philosophy (Q1); Arts and Humanities (miscellaneous) (Q2); Education (Q2); Sociology and Political Science (Q2)"
422;21100403126;"European Politics and Society";journal;"23745126, 23745118";0,370;Q2;20;46;118;2451;118;109;1,24;53,28;United Kingdom;"Taylor and Francis Ltd.";"2014-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
423;5700152892;"New Political Science";journal;"07393148";0,368;Q2;10;48;121;2029;88;100;1,00;42,27;United Kingdom;"Routledge";"1979-1986, 1989-1995, 2010-ongoing";"Sociology and Political Science (Q2)"
424;5600153503;"Critical Review of International Social and Political Philosophy (CRISPP)";journal;"13698230, 17438772";0,367;Q2;15;96;151;2248;122;129;0,86;23,42;United Kingdom;"Routledge";"2008, 2010-ongoing";"Philosophy (Q1); Sociology and Political Science (Q2)"
425;19900191410;"Ethics & Social Welfare";journal;"17496535, 17496543";0,367;Q2;5;35;106;1395;77;86;1,02;39,86;United States;"Routledge";"2015-ongoing";"Philosophy (Q1); Sociology and Political Science (Q2)"
426;14980;"Humor";journal;"16133722, 09331719";0,367;Q2;36;41;83;1657;73;73;0,82;40,41;Germany;"De Gruyter Mouton";"1988-ongoing";"Language and Linguistics (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q2); Psychology (miscellaneous) (Q3)"
427;16100154770;"Journal of Global History";journal;"17400228, 17400236";0,367;Q2;24;29;67;778;72;63;0,83;26,83;United Kingdom;"Cambridge University Press";"2006-ongoing";"History (Q1); Sociology and Political Science (Q2)"
428;21100441452;"Journal of Strategic Security";journal;"19440472, 19440464";0,366;Q2;5;12;81;615;46;80;0,70;51,25;United States;"Henley-Putnam University Press";"2014-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Safety Research (Q3)"
429;200147136;"Religion, State and Society";journal;"09637494";0,364;Q2;16;26;75;1111;52;60;0,95;42,73;United Kingdom;"Carfax Publishing Ltd.";"1992-1995, 2005-ongoing";"Religious Studies (Q1); Sociology and Political Science (Q2)"
430;18675;"Teaching Sociology";journal;"0092055X";0,364;Q2;33;29;89;1092;88;75;1,18;37,66;United States;"SAGE Publications";"1986, 1990, 1996-ongoing";"Education (Q2); Sociology and Political Science (Q2)"
431;5700161625;"European Integration - Online Papers";journal;"10275193";0,361;Q2;14;0;7;0;6;7;0,00;0,00;Austria;"European Community Studies Association-Austria";"2008-2015";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
432;4700152740;"Journal of Child Custody";journal;"15379418";0,360;Q2;17;21;56;824;32;44;0,71;39,24;United States;"Haworth Press Inc.";"2004-ongoing";"Law (Q2); Sociology and Political Science (Q2); Health (social science) (Q3); Life-span and Life-course Studies (Q3)"
433;16772;"Canadian Journal of Political Science";journal;"00084239";0,359;Q2;34;68;131;2489;89;126;0,57;36,60;United Kingdom;"Cambridge University Press";"1968-ongoing";"Sociology and Political Science (Q2)"
434;5800207391;"The Journal of Adult Protection";journal;"14668203";0,359;Q2;15;18;106;766;79;103;0,81;42,56;United Kingdom;"Emerald Group Publishing Ltd.";"1999-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
435;14403;"Victorian studies";journal;"15272052, 00425222";0,359;Q2;21;19;82;569;24;60;0,43;29,95;United States;"Indiana University Press";"1969-1972, 1976-1978, 1980-1982, 1984-1986, 1988, 1990-1992, 1995, 2001-ongoing";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Philosophy (Q1); Visual Arts and Performing Arts (Q1); Sociology and Political Science (Q2)"
436;19900191744;"Equality, Diversity and Inclusion";journal;"17587093, 20407149";0,358;Q2;19;53;122;3309;142;119;1,28;62,43;United Kingdom;"Emerald Group Publishing Ltd.";"2011-ongoing";"Cultural Studies (Q1); Gender Studies (Q2); Sociology and Political Science (Q2); Organizational Behavior and Human Resource Management (Q3)"
437;19900191584;"The Journal of Poverty and Social Justice";journal;"17598273, 17598281";0,357;Q2;12;26;61;1161;75;57;1,63;44,65;United Kingdom;"The Policy Press";"2010-ongoing";"Sociology and Political Science (Q2); Public Administration (Q3)"
438;21100407545;"International Journal for Crime, Justice and Social Democracy";journal;"22028005, 22027998";0,355;Q2;11;34;113;1855;149;105;1,56;54,56;Australia;"Queensland Uuniversity of Technology";"2013-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
439;5600152936;"Crime Prevention and Community Safety";journal;"17434629, 14603780";0,353;Q2;18;23;53;917;41;51;0,63;39,87;United Kingdom;"Palgrave Macmillan Ltd.";"1999-ongoing";"Law (Q2); Sociology and Political Science (Q2); Safety Research (Q3)"
440;12100156092;"Journal of Political Science Education";journal;"15512177, 15512169";0,352;Q2;20;83;103;1996;133;84;0,96;24,05;United Kingdom;"Taylor and Francis Inc.";"2005-ongoing";"Sociology and Political Science (Q2); Education (Q3)"
441;5800169479;"Representation";journal;"17494001, 00344893";0,352;Q2;21;26;81;1321;66;75;0,44;50,81;United Kingdom;"Taylor and Francis Ltd.";"1960-1986, 1988-ongoing";"Sociology and Political Science (Q2)"
442;19800188063;"China Journal of Social Work";journal;"17525098, 17525101";0,351;Q2;7;18;60;630;31;48;0,45;35,00;United Kingdom;"Routledge";"2010-ongoing";"Sociology and Political Science (Q2); Health (social science) (Q3); Social Work (Q3)"
