Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
588;18498;"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Germanistische Abteilung";journal;"03234045";0,100;Q4;5;14;54;200;1;52;0,00;14,29;Germany;"Walter de Gruyter GmbH";"1987, 2011, 2014-ongoing";"History (Q4); Law (Q4)"
589;21100868866;"African Journal of International and Comparative Law";journal;"09548890, 17551609";;-;0;21;0;847;0;0;0,00;40,33;United Kingdom;"Edinburgh University Press";"2018-ongoing";"Law"
590;21100865930;"Air and Space Law";journal;"09273379, 18758339";;-;0;30;0;677;0;0;0,00;22,57;Netherlands;"Kluwer Law International";"2018-ongoing";"Law"
591;21100867411;"Annual Review of Criminology";journal;"25724568";;-;4;24;0;2484;0;0;0,00;103,50;United States;"Annual Reviews Inc.";"2018-ongoing";"Law"
592;15666;"Banking Law Journal";journal;"00055506";;-;5;23;0;143;0;0;0,00;6,22;United States;"Sheshunoff Information Services Inc.";"1996-2012, 2018-ongoing";"Business, Management and Accounting (miscellaneous); Finance; Law"
593;21100865931;"EC Tax Review";journal;"09282750, 18758363";;-;2;35;0;565;0;0;0,00;16,14;Netherlands;"Kluwer Law International";"2018-ongoing";"Accounting; Law"
594;21100865932;"European Public Law";journal;"13543725, 18758207";;-;1;38;0;1237;0;0;0,00;32,55;Netherlands;"Kluwer Law International";"2018-ongoing";"Law"
595;21100865914;"Global Trade and Customs Journal";journal;"18756468, 1569755X";;-;1;62;0;988;0;0;0,00;15,94;Netherlands;"Kluwer Law International";"2018-ongoing";"Business and International Management; Law"
596;21100860693;"Iberoamerica (Russian Federation)";journal;"20759711, 20768400";;-;0;24;0;562;0;0;0,00;23,42;Russian Federation;"Institute of Latin American Studies, Russian Academy of Sciences";"2018-ongoing";"Economics, Econometrics and Finance (miscellaneous); Law; Political Science and International Relations; Safety Research; Sociology and Political Science"
597;21100865909;"Intertax";journal;"18758347, 01652826";;-;1;95;0;2346;0;0;0,00;24,69;Netherlands;"Kluwer Law International";"2018-ongoing";"Accounting; Law"
598;21100869222;"Journal of Legal Affairs and Dispute Resolution in Engineering and Construction";journal;"19434162, 19434170";;-;1;27;0;1039;0;0;0,00;38,48;United States;"American Society of Civil Engineers (ASCE)";"2018-ongoing";"Civil and Structural Engineering; Engineering (miscellaneous); Law; Safety, Risk, Reliability and Quality"
599;21100868098;"Rivista Italiana di Medicina Legale e del Diritto in Campo Sanitario";journal;"24992860, 24992852";;-;1;25;0;724;0;0;0,00;28,96;Italy;"Giuffre Editore SpA";"2014";"Law; Medicine (miscellaneous); Pathology and Forensic Medicine"
